branch,city,customer type,gender,product line,unit price,quantity,tax 5%,total,date,time,payment,cogs,gross margin percentage,gross income,rating
C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.76,2019-02-16,17:30,Ewallet,684.53,4.76,34.23,4.9
A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.49,2019-01-19,15:28,Credit card,269.04,4.76,13.45,8.0
A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.4,2019-01-11,19:07,Credit card,68.95,4.76,3.45,7.8
B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.58,2019-01-04,19:01,Cash,274.84,4.76,13.74,4.1
A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.43,2019-03-04,19:48,Ewallet,226.12,4.76,11.31,5.5
C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.06,2019-01-28,19:24,Ewallet,119.1,4.76,5.96,5.4
B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.2,2019-01-02,13:00,Cash,342.1,4.76,17.1,5.1
B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.93,2019-01-25,14:29,Ewallet,43.74,4.76,2.19,6.9
A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.09,2019-01-04,13:21,Cash,104.85,4.76,5.24,7.8
A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.4,2019-03-10,18:55,Ewallet,77.52,4.76,3.88,6.6
A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.81,2019-03-22,19:36,Ewallet,407.44,4.76,20.37,9.2
B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.92,2019-01-25,16:28,Ewallet,96.11,4.76,4.81,7.8
C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.6,2019-01-08,13:48,Credit card,181.52,4.76,9.08,8.7
C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.59,2019-01-22,10:57,Ewallet,81.51,4.76,4.08,9.2
B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.16,2019-01-12,17:13,Ewallet,114.44,4.76,5.72,8.3
A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.37,2019-02-04,10:23,Cash,176.54,4.76,8.83,8.2
C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,13:57,Ewallet,115.8,4.76,5.79,7.5
C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.76,2019-01-23,13:29,Cash,252.15,4.76,12.61,9.8
C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.7,2019-02-08,13:00,Credit card,972.1,4.76,48.6,8.7
B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.53,2019-03-19,19:42,Credit card,203.36,4.76,10.17,6.7
C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.09,2019-03-09,15:36,Cash,16.28,4.76,0.81,5.0
B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.76,2019-01-02,13:40,Cash,365.49,4.76,18.27,7.0
A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.8,2019-01-21,18:01,Cash,372.19,4.76,18.61,8.9
B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.74,2019-03-20,13:53,Credit card,62.61,4.76,3.13,8.0
B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.17,2019-02-27,17:27,Cash,336.35,4.76,16.82,6.9
A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.82,2019-03-08,10:53,Ewallet,906.5,4.76,45.32,7.3
B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.07,2019-01-31,19:48,Credit card,138.16,4.76,6.91,6.9
C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.87,2019-03-08,16:53,Ewallet,86.54,4.76,4.33,5.7
A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.8,2019-01-13,19:14,Ewallet,140.76,4.76,7.04,6.4
B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.22,2019-03-09,14:36,Credit card,668.78,4.76,33.44,9.6
B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.81,2019-02-22,18:19,Credit card,47.44,4.76,2.37,6.8
C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.82,2019-03-19,19:09,Ewallet,893.16,4.76,44.66,9.0
C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.31,2019-01-20,16:51,Ewallet,331.72,4.76,16.59,9.6
A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.14,2019-03-08,15:37,Credit card,203.94,4.76,10.2,7.7
C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.57,2019-03-08,20:15,Ewallet,68.16,4.76,3.41,7.0
C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.22,2019-02-07,14:38,Credit card,326.88,4.76,16.34,6.5
C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,2019-01-15,19:25,Cash,87.2,4.76,4.36,8.1
B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.81,2019-03-22,19:35,Credit card,707.44,4.76,35.37,4.3
A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.03,2019-01-15,15:42,Credit card,802.89,4.76,40.14,6.5
C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.42,2019-01-08,14:11,Ewallet,12.78,4.76,0.64,9.5
A,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.38,2019-01-15,10:43,Cash,133.7,4.76,6.68,9.7
B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.11,2019-01-28,17:58,Credit card,19.15,4.76,0.96,9.5
C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,11:26,Credit card,276.6,4.76,13.83,8.9
C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.08,2019-03-10,17:38,Credit card,137.22,4.76,6.86,6.5
B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.42,2019-01-12,20:07,Credit card,27.07,4.76,1.35,5.3
B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.08,2019-03-26,11:02,Credit card,39.12,4.76,1.96,9.6
B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.67,2019-01-01,19:07,Cash,448.26,4.76,22.41,6.7
B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.66,2019-01-02,18:50,Cash,132.06,4.76,6.6,7.6
A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.95,2019-03-16,12:43,Ewallet,318.05,4.76,15.9,4.8
A,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,15:09,Ewallet,25.0,4.76,1.25,5.5
A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.23,2019-01-31,13:47,Cash,83.08,4.76,4.15,4.7
B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,16:59,Cash,147.8,4.76,7.39,6.9
B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,14:15,Credit card,696.6,4.76,34.83,4.5
B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.6,2019-02-07,20:24,Cash,793.9,4.76,39.7,6.2
C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.98,2019-01-27,13:58,Cash,465.7,4.76,23.28,7.6
C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.68,2019-02-23,16:52,Credit card,35.89,4.76,1.79,7.9
C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,15:19,Cash,202.6,4.76,10.13,4.5
B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.02,2019-03-03,12:25,Credit card,730.5,4.76,36.52,8.7
C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,10:02,Cash,295.8,4.76,14.79,6.1
C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.75,2019-03-17,18:58,Cash,22.62,4.76,1.13,6.4
A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.54,2019-03-28,15:31,Credit card,256.7,4.76,12.84,9.1
C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,572.78,2019-03-02,11:22,Credit card,545.5,4.76,27.28,7.1
C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.05,2019-02-08,13:12,Credit card,260.05,4.76,13.0,7.7
B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.23,2019-03-22,18:33,Cash,222.12,4.76,11.11,4.5
C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.66,2019-02-09,10:02,Ewallet,21.58,4.76,1.08,7.2
C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.78,2019-02-15,11:21,Cash,98.84,4.76,4.94,8.4
C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.75,2019-01-23,12:10,Ewallet,502.62,4.76,25.13,5.4
A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,2019-01-25,11:40,Cash,160.2,4.76,8.01,9.7
A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.86,2019-02-02,18:31,Credit card,431.3,4.76,21.56,5.5
B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,609.59,2019-03-30,17:58,Cash,580.56,4.76,29.03,4.6
A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,17:04,Cash,322.2,4.76,16.11,6.6
A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.32,2019-02-25,20:35,Credit card,195.54,4.76,9.78,6.3
A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.62,2019-03-18,16:10,Credit card,166.3,4.76,8.32,4.2
C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.09,2019-03-07,16:54,Ewallet,336.28,4.76,16.81,4.4
B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.88,2019-03-16,10:11,Ewallet,343.7,4.76,17.18,6.7
A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,11:26,Ewallet,38.6,4.76,1.93,6.7
C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.15,2019-02-02,20:29,Cash,527.76,4.76,26.39,8.4
C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2019-02-15,12:12,Cash,328.0,4.76,16.4,6.2
A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.98,2019-01-08,13:05,Ewallet,185.7,4.76,9.28,5.0
B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,16:19,Cash,603.8,4.76,30.19,6.0
C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,2019-01-01,19:48,Credit card,369.8,4.76,18.49,7.0
B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.86,2019-03-21,15:25,Ewallet,197.96,4.76,9.9,6.6
B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.44,2019-02-28,14:42,Cash,410.9,4.76,20.54,7.3
A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,18:59,Ewallet,148.6,4.76,7.43,8.3
C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.11,2019-01-30,20:47,Cash,22.96,4.76,1.15,4.3
B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.08,2019-02-04,13:21,Ewallet,699.12,4.76,34.96,9.8
B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,2019-03-13,19:48,Ewallet,69.4,4.76,3.47,8.2
A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,18:20,Credit card,196.6,4.76,9.83,7.2
B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.69,2019-03-05,20:24,Ewallet,202.56,4.76,10.13,8.7
C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,13:44,Credit card,121.2,4.76,6.06,8.4
B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.77,2019-02-26,11:48,Ewallet,199.78,4.76,9.99,7.1
B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,637.73,2019-03-20,14:14,Cash,607.36,4.76,30.37,5.5
C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.76,2019-01-01,15:51,Cash,126.44,4.76,6.32,8.5
C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.51,2019-01-27,11:17,Cash,541.44,4.76,27.07,6.2
B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.04,2019-01-21,17:36,Cash,98.13,4.76,4.91,8.9
A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.77,2019-02-02,15:47,Cash,412.16,4.76,20.61,9.6
B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.67,2019-02-03,15:53,Credit card,73.97,4.76,3.7,5.4
C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,33.49,2019-01-05,12:40,Ewallet,31.9,4.76,1.6,9.1
C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,2019-01-27,19:48,Ewallet,138.8,4.76,6.94,9.0
B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.95,2019-03-25,17:53,Cash,186.62,4.76,9.33,6.3
B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.87,2019-02-25,16:36,Credit card,88.45,4.76,4.42,9.5
A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.11,2019-01-28,20:54,Ewallet,193.44,4.76,9.67,9.8
B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.78,2019-01-08,12:50,Cash,145.5,4.76,7.28,6.7
B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.52,2019-01-29,10:48,Credit card,504.3,4.76,25.22,7.7
B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.77,2019-03-29,14:28,Cash,306.45,4.76,15.32,7.0
C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.48,2019-02-09,17:15,Credit card,95.7,4.76,4.78,5.1
B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.94,2019-01-16,18:03,Credit card,635.18,4.76,31.76,6.2
A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.28,2019-01-05,17:29,Ewallet,214.55,4.76,10.73,6.1
A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.96,2019-01-27,18:05,Ewallet,379.96,4.76,19.0,9.3
A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.69,2019-03-14,12:07,Cash,696.85,4.76,34.84,7.6
C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.17,2019-02-23,19:49,Credit card,408.73,4.76,20.44,8.2
C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.04,2019-03-18,15:52,Ewallet,51.47,4.76,2.57,8.5
B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.02,2019-03-29,16:48,Ewallet,274.3,4.76,13.72,9.8
C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.8,2019-01-22,20:46,Credit card,196.95,4.76,9.85,8.7
A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.93,2019-03-01,18:14,Ewallet,69.46,4.76,3.47,9.7
C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,2019-01-17,15:05,Credit card,359.6,4.76,17.98,4.3
B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,143.99,2019-03-26,10:34,Credit card,137.13,4.76,6.86,7.7
C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.97,2019-03-20,11:23,Cash,499.02,4.76,24.95,7.3
A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.87,2019-02-06,13:55,Credit card,224.64,4.76,11.23,5.9
C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,132.03,2019-01-01,11:43,Cash,125.74,4.76,6.29,5.0
A,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.77,2019-01-27,14:36,Credit card,490.26,4.76,24.51,8.0
A,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9,2019-02-25,16:03,Ewallet,457.05,4.76,22.85,7.1
B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.68,2019-01-16,20:03,Credit card,156.84,4.76,7.84,9.0
B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,125.71,2019-01-13,14:55,Ewallet,119.72,4.76,5.99,6.7
B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2019-02-07,11:28,Credit card,543.6,4.76,27.18,6.1
A,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.95,2019-02-17,19:41,Cash,882.81,4.76,44.14,9.3
A,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.21,2019-02-12,19:01,Ewallet,152.58,4.76,7.63,7.0
A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.11,2019-01-24,18:04,Credit card,693.44,4.76,34.67,7.2
B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.98,2019-02-06,19:20,Ewallet,229.5,4.76,11.48,8.2
C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.13,2019-03-26,10:31,Ewallet,146.79,4.76,7.34,8.4
A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,13:28,Ewallet,141.6,4.76,7.08,6.2
C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.52,2019-02-07,11:36,Ewallet,116.69,4.76,5.83,7.4
B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.66,2019-01-05,11:32,Credit card,73.96,4.76,3.7,5.0
A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.84,2019-03-07,11:44,Ewallet,97.94,4.76,4.9,6.9
A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,17:16,Credit card,292.2,4.76,14.61,4.9
C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.12,2019-02-01,18:43,Ewallet,524.88,4.76,26.24,5.1
A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.64,2019-01-22,11:00,Ewallet,92.04,4.76,4.6,9.1
C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,79.67,2019-01-03,10:30,Credit card,75.88,4.76,3.79,7.1
B,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.76,2019-02-13,12:14,Credit card,80.72,4.76,4.04,5.0
C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.25,2019-01-28,16:43,Credit card,112.62,4.76,5.63,5.5
B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,2019-01-05,20:40,Credit card,71.2,4.76,3.56,9.2
B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,163.0,2019-03-19,13:40,Ewallet,155.24,4.76,7.76,4.9
A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,2019-01-12,16:23,Ewallet,294.2,4.76,14.71,8.9
A,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.98,2019-01-07,12:08,Credit card,548.55,4.76,27.43,6.0
B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.58,2019-01-26,17:45,Cash,257.7,4.76,12.88,4.2
A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.18,2019-01-23,10:28,Cash,396.36,4.76,19.82,7.3
B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4,2019-02-09,20:31,Ewallet,171.81,4.76,8.59,6.5
B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.23,2019-02-22,10:49,Cash,488.79,4.76,24.44,8.9
B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.37,2019-02-05,12:34,Cash,524.16,4.76,26.21,9.7
C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.92,2019-03-07,10:23,Credit card,133.26,4.76,6.66,8.6
A,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,142.0,2019-03-25,18:51,Cash,135.24,4.76,6.76,6.9
B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.06,2019-01-20,13:45,Credit card,112.44,4.76,5.62,7.7
B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.28,2019-02-04,19:38,Cash,144.08,4.76,7.2,9.5
C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,2019-01-30,20:23,Ewallet,985.2,4.76,49.26,4.5
A,Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.46,2019-01-02,15:24,Ewallet,249.96,4.76,12.5,5.6
A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,228.12,2019-03-29,16:54,Ewallet,217.26,4.76,10.86,8.2
B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,203.93,2019-03-14,12:32,Cash,194.22,4.76,9.71,7.3
C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2019-02-11,15:42,Credit card,892.0,4.76,44.6,4.4
B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.33,2019-01-30,13:58,Ewallet,339.36,4.76,16.97,5.7
A,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,469.41,2019-03-20,15:08,Ewallet,447.06,4.76,22.35,5.0
B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,208.42,2019-03-20,13:02,Cash,198.5,4.76,9.93,9.0
A,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.7,2019-01-17,13:01,Credit card,812.1,4.76,40.6,6.3
C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.96,2019-02-03,16:40,Credit card,493.3,4.76,24.66,9.4
A,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.24,2019-01-01,13:55,Cash,591.66,4.76,29.58,7.7
B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.97,2019-01-10,10:33,Credit card,559.02,4.76,27.95,5.5
C,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.75,2019-03-02,16:42,Ewallet,517.86,4.76,25.89,4.1
B,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2019-02-25,17:16,Credit card,410.2,4.76,20.51,7.6
B,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.04,2019-01-29,11:48,Cash,266.7,4.76,13.34,8.6
A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.46,2019-03-10,19:35,Ewallet,70.91,4.76,3.55,8.3
B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.02,2019-01-13,19:55,Credit card,144.78,4.76,7.24,8.1
A,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.03,2019-03-22,14:33,Credit card,429.55,4.76,21.48,8.6
B,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.63,2019-03-01,19:49,Ewallet,569.17,4.76,28.46,6.3
B,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2019-02-20,18:43,Cash,241.2,4.76,12.06,5.8
C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,133.43,2019-01-14,14:43,Ewallet,127.08,4.76,6.35,6.2
A,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,269.93,2019-03-26,13:54,Cash,257.08,4.76,12.85,7.7
B,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,145.97,2019-03-01,12:15,Ewallet,139.02,4.76,6.95,8.1
C,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,85.74,2019-01-07,12:37,Cash,81.66,4.76,4.08,7.3
A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.26,2019-02-01,19:54,Cash,310.72,4.76,15.54,8.4
C,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.26,2019-02-13,15:06,Credit card,185.96,4.76,9.3,8.0
B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,75.94,2019-01-14,18:03,Credit card,72.32,4.76,3.62,9.5
B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,198.64,2019-01-19,15:58,Ewallet,189.18,4.76,9.46,7.0
A,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,217.18,2019-03-09,13:53,Credit card,206.84,4.76,10.34,9.8
A,Yangon,Normal,Female,Food and beverages,52.34,3,7.851,164.87,2019-03-27,14:03,Cash,157.02,4.76,7.85,9.2
A,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.06,2019-02-04,16:38,Ewallet,215.3,4.76,10.76,7.7
C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,625.9,2019-03-14,11:07,Cash,596.1,4.76,29.8,5.3
A,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,76.76,2019-03-04,12:23,Cash,73.1,4.76,3.66,4.4
C,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,293.14,2019-03-03,10:54,Credit card,279.18,4.76,13.96,4.3
C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.16,2019-01-27,17:38,Ewallet,169.68,4.76,8.48,9.4
A,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.86,2019-02-07,14:13,Cash,45.58,4.76,2.28,9.8
A,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,2019-02-05,11:51,Ewallet,225.6,4.76,11.28,4.8
B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,304.92,2019-03-15,13:05,Cash,290.4,4.76,14.52,5.3
B,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,46.68,2019-03-01,11:30,Credit card,44.46,4.76,2.22,8.7
A,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2019-02-15,13:30,Credit card,156.6,4.76,7.83,9.5
C,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,440.94,2019-02-17,19:11,Ewallet,419.94,4.76,21.0,5.3
C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.46,2019-01-26,18:53,Cash,184.25,4.76,9.21,9.2
A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,147.67,2019-03-24,14:22,Ewallet,140.64,4.76,7.03,9.6
C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.23,2019-01-23,17:16,Ewallet,83.08,4.76,4.15,6.4
C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,68.24,2019-01-26,10:06,Credit card,64.99,4.76,3.25,4.5
C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,2019-03-14,20:35,Ewallet,775.6,4.76,38.78,6.9
B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.353,343.41,2019-03-17,13:54,Ewallet,327.06,4.76,16.35,7.8
C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,381.39,2019-01-08,20:08,Cash,363.23,4.76,18.16,4.5
B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2019-02-08,15:26,Cash,127.0,4.76,6.35,8.6
